CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod
2465,50,Female,Month-to-month,58.6,3574.6,Yes,Fiber optic,61,Yes,Mailed check
2466,50,Female,Month-to-month,123.72,7794.36,No,Fiber optic,63,No,Bank transfer
2467,30,Female,Month-to-month,97.47,779.76,Yes,No,8,Yes,Mailed check
2468,40,Female,Month-to-month,42.93,1845.99,No,Fiber optic,43,Yes,Credit card
2469,48,Male,Month-to-month,78.05,4839.1,Yes,No,62,Yes,Credit card
2470,37,Female,Month-to-month,70.87,2763.93,Yes,Fiber optic,39,No,Electronic check
2471,52,Female,Two year,80.9,3236,Yes,DSL,40,No,Bank transfer
2472,68,Female,Month-to-month,29.34,2083.14,No,DSL,71,Yes,Bank transfer
2473,30,Female,One year,77.6,3802.4,No,No,49,No,Mailed check
2474,23,Male,Month-to-month,57.01,1083.19,Yes,DSL,19,No,Electronic check
2475,43,Female,Month-to-month,74.89,5167.41,No,Fiber optic,69,Yes,Credit card
2476,48,Female,Month-to-month,39.65,1625.65,Yes,Fiber optic,41,Yes,Electronic check
2477,37,Female,Month-to-month,44.52,1424.64,No,No,32,Yes,Mailed check
2478,57,Female,Two year,106.08,6576.96,Yes,Fiber optic,62,Yes,Bank transfer
2479,23,Female,Two year,28.2,,Yes,Fiber optic,56,No,Electronic check
2480,48,Female,One year,30.78,1969.92,Yes,No,64,No,Bank transfer
2481,32,Male,One year,63.19,,No,No,51,No,Credit card
2482,60,Female,Month-to-month,37.98,189.9,No,DSL,5,Yes,Mailed check
2483,63,Male,Month-to-month,34.02,204.12,No,No,6,No,Bank transfer
2484,30,Male,Two year,68.68,549.44,Yes,DSL,8,Yes,Electronic check
2485,33,Female,One year,18,1080,No,Fiber optic,60,No,Mailed check
2486,50,Male,Month-to-month,29.72,980.76,No,DSL,33,Yes,Credit card
2487,35,Female,Month-to-month,136.89,4654.26,Yes,Fiber optic,34,Yes,Electronic check
2488,39,Male,Month-to-month,81.08,1540.52,No,No,19,No,Bank transfer
2489,40,Female,Two year,38.87,2215.59,Yes,Fiber optic,57,No,Bank transfer
2490,18,Male,Month-to-month,79.64,4698.76,No,Fiber optic,59,Yes,Mailed check
2491,39,Male,Month-to-month,84.86,4497.58,No,DSL,53,Yes,Credit card
2492,31,Female,Month-to-month,99.8,3393.2,No,No,34,No,Electronic check
2493,34,Male,Two year,60.55,2785.3,Yes,DSL,46,No,Credit card
2494,57,Male,Month-to-month,99.18,4463.1,No,DSL,45,Yes,Electronic check
2495,24,Male,Two year,18,54,Yes,Fiber optic,3,No,Electronic check
2496,49,Male,Month-to-month,28.03,252.27,No,Fiber optic,9,Yes,Mailed check
2497,36,Male,Two year,70.74,2758.86,Yes,Fiber optic,39,No,Bank transfer
2498,36,Female,One year,76.54,4133.16,Yes,DSL,54,No,Bank transfer
2499,49,Male,Month-to-month,33.09,1290.51,No,DSL,39,Yes,Bank transfer
2500,44,Male,Month-to-month,74.08,1629.76,No,No,22,Yes,Credit card
2501,46,Female,Month-to-month,43.17,604.38,No,No,14,Yes,Electronic check
2502,51,Female,Month-to-month,55.31,221.24,No,No,4,Yes,Mailed check
2503,36,Female,Two year,100.87,3933.93,Yes,Fiber optic,39,No,Credit card
2504,32,Male,Month-to-month,96.81,1645.77,No,DSL,17,Yes,Electronic check
2505,26,Male,Month-to-month,30.1,602,No,Fiber optic,20,Yes,Mailed check
2506,30,Male,Month-to-month,28,56,No,Fiber optic,2,Yes,Electronic check
2507,75,Male,Month-to-month,50.61,2277.45,No,DSL,45,Yes,Mailed check
2508,54,Female,Two year,64.06,3331.12,Yes,DSL,52,No,Credit card
2509,23,Female,Month-to-month,41.97,797.43,No,Fiber optic,19,Yes,Electronic check
2510,24,Male,Two year,101.42,5882.36,No,Fiber optic,58,No,Electronic check
2511,45,Male,Two year,77.16,1543.2,Yes,DSL,20,No,Credit card
2512,46,Male,Month-to-month,79.21,3960.5,No,DSL,50,Yes,Mailed check
2513,46,Male,Month-to-month,20.67,,No,No,24,Yes,Bank transfer
2514,36,Female,Two year,105.86,7092.62,Yes,DSL,67,No,Bank transfer
2515,38,Female,Month-to-month,18,162,No,Fiber optic,9,Yes,Mailed check
2516,43,Male,Month-to-month,94.19,6216.54,No,Fiber optic,66,Yes,Mailed check
2517,41,Female,Month-to-month,97.7,781.6,No,No,8,Yes,Bank transfer
2518,18,Male,Month-to-month,49.87,1396.36,No,Fiber optic,28,Yes,Electronic check
2519,37,Male,One year,109.55,3943.8,Yes,DSL,36,No,Credit card
2520,29,Female,Month-to-month,62.79,4395.3,No,DSL,70,Yes,Bank transfer
2521,42,Male,Month-to-month,67.19,2486.03,No,Fiber optic,37,No,Mailed check
2522,75,Female,Two year,76.88,5458.48,Yes,DSL,71,Yes,Electronic check
2523,44,Male,One year,150,8700,Yes,DSL,58,No,Mailed check
2524,36,Female,Month-to-month,112.06,6275.36,No,DSL,56,Yes,Bank transfer
2525,51,Male,One year,89.54,5282.86,Yes,DSL,59,Yes,Credit card
2526,45,Female,Month-to-month,33.05,892.35,Yes,DSL,27,No,Credit card
2527,45,Male,One year,70.03,1890.81,Yes,DSL,27,No,Electronic check
2528,47,Male,Month-to-month,36.54,1644.3,No,DSL,45,Yes,Credit card
2529,64,Female,Month-to-month,93.77,6563.9,Yes,No,70,No,Bank transfer
2530,26,Male,One year,69.92,4614.72,Yes,No,66,No,Bank transfer
2531,45,Female,Month-to-month,25.64,1384.56,Yes,DSL,54,Yes,Bank transfer
2532,28,Female,Two year,67.84,2510.08,Yes,DSL,37,No,Electronic check
2533,46,Male,Month-to-month,35.27,599.59,No,No,17,Yes,Bank transfer
2534,28,Male,Two year,70.29,4357.98,Yes,Fiber optic,62,No,Credit card
2535,34,Male,Two year,34.93,139.72,Yes,No,4,No,Electronic check
2536,36,Male,Month-to-month,65.96,2836.28,No,DSL,43,Yes,Bank transfer
2537,51,Female,One year,91.27,2555.56,Yes,Fiber optic,28,No,Bank transfer
2538,51,Male,Month-to-month,63.14,820.82,No,No,13,Yes,Mailed check
2539,25,Male,Two year,51.32,2925.24,No,Fiber optic,57,No,Bank transfer
2540,40,Male,Month-to-month,72.11,3100.73,No,Fiber optic,43,Yes,Electronic check
2541,31,Female,One year,89.4,1519.8,Yes,Fiber optic,17,Yes,Mailed check
2542,24,Male,Month-to-month,26.25,157.5,No,No,6,Yes,Electronic check
2543,37,Female,Month-to-month,74.12,4521.32,No,No,61,Yes,Bank transfer
2544,36,Male,Month-to-month,111.11,4888.84,No,DSL,44,Yes,Credit card
2545,69,Female,Month-to-month,85.08,1276.2,No,DSL,15,Yes,Mailed check
2546,45,Male,One year,67.02,4222.26,Yes,DSL,63,Yes,Mailed check
2547,23,Male,One year,87.39,3146.04,Yes,No,36,No,Mailed check
2548,33,Female,One year,80.84,1940.16,Yes,DSL,24,No,Electronic check
2549,52,Male,Month-to-month,91.38,731.04,No,DSL,8,Yes,Mailed check
2550,65,Male,Month-to-month,18,972,Yes,No,54,Yes,Credit card
2551,20,Male,Month-to-month,18,486,Yes,Fiber optic,27,Yes,Credit card
2552,18,Female,Two year,100.17,801.36,Yes,No,8,Yes,Mailed check
2553,62,Male,Two year,18,198,No,Fiber optic,11,Yes,Electronic check
2554,44,Female,Month-to-month,79.05,1343.85,Yes,DSL,17,Yes,Electronic check
2555,29,Female,Month-to-month,52.68,2897.4,Yes,DSL,55,Yes,Electronic check
2556,46,Female,Month-to-month,30.13,1717.41,Yes,Fiber optic,57,Yes,Bank transfer
2557,18,Male,One year,77.24,3862,Yes,DSL,50,Yes,Electronic check
2558,40,Female,One year,72.04,2233.24,Yes,Fiber optic,31,No,Electronic check
2559,43,Female,One year,138.86,6526.42,No,Fiber optic,47,No,Mailed check
2560,51,Male,Month-to-month,43.13,301.91,No,DSL,7,Yes,Bank transfer
2561,27,Female,One year,115.4,3346.6,No,Fiber optic,29,Yes,Mailed check
2562,41,Female,One year,77.33,1933.25,Yes,No,25,No,Electronic check
2563,28,Male,Month-to-month,41.86,962.78,No,No,23,Yes,Electronic check
2564,43,Male,Month-to-month,92.97,,No,Fiber optic,26,Yes,Mailed check
2565,29,Female,Month-to-month,84.8,3222.4,No,DSL,38,Yes,Bank transfer
2566,35,Male,Month-to-month,66.25,4306.25,No,No,65,No,Bank transfer
2567,28,Male,Two year,74.32,3716,No,Fiber optic,50,Yes,Mailed check
2568,47,Male,Month-to-month,44.11,2161.39,No,No,49,No,Electronic check
2569,50,Female,Two year,36.1,1588.4,Yes,Fiber optic,44,Yes,Bank transfer
2570,37,Female,Month-to-month,91.58,2930.56,No,DSL,32,No,Bank transfer
2571,40,Male,Month-to-month,57.16,1028.88,Yes,No,18,Yes,Credit card
2572,22,Female,Month-to-month,62.2,746.4,No,Fiber optic,12,Yes,Mailed check
2573,36,Male,Month-to-month,74.79,1570.59,No,DSL,21,Yes,Bank transfer
2574,39,Male,Month-to-month,74.29,,No,Fiber optic,19,Yes,Credit card
2575,71,Male,Month-to-month,18,72,Yes,DSL,4,Yes,Credit card
2576,26,Male,Month-to-month,110.02,3410.62,No,Fiber optic,31,No,Credit card
2577,57,Male,Month-to-month,69.24,,Yes,Fiber optic,29,Yes,Electronic check
2578,51,Female,Month-to-month,57.91,1447.75,No,DSL,25,Yes,Mailed check
2579,43,Female,Month-to-month,80.08,240.24,No,No,3,Yes,Bank transfer
2580,61,Female,Month-to-month,73.28,4836.48,No,Fiber optic,66,No,Credit card
2581,44,Female,Two year,91.85,,Yes,DSL,42,No,Electronic check
2582,44,Male,Month-to-month,83.83,2431.07,No,DSL,29,No,Electronic check
2583,39,Male,One year,90.12,1351.8,Yes,No,15,No,Mailed check
2584,54,Female,Month-to-month,112.28,7859.6,No,DSL,70,Yes,Mailed check
2585,53,Female,One year,95.93,3645.34,Yes,No,38,No,Electronic check
2586,32,Male,Month-to-month,59.38,2375.2,No,DSL,40,Yes,Electronic check
2587,24,Male,Two year,25.7,771,Yes,DSL,30,No,Credit card
2588,37,Male,Month-to-month,123.37,5921.76,No,Fiber optic,48,Yes,Credit card
2589,30,Female,Two year,56.68,680.16,No,Fiber optic,12,No,Bank transfer
2590,39,Male,Month-to-month,48.44,1937.6,Yes,DSL,40,Yes,Credit card
2591,54,Male,Month-to-month,18,486,No,No,27,Yes,Credit card
2592,34,Female,One year,76.85,4841.55,No,DSL,63,Yes,Credit card
2593,39,Female,Month-to-month,70.21,1263.78,No,No,18,Yes,Bank transfer
2594,40,Female,Month-to-month,18,1278,Yes,Fiber optic,71,No,Bank transfer
2595,50,Male,Month-to-month,80.86,1940.64,No,DSL,24,No,Bank transfer
2596,18,Male,One year,47.56,1759.72,Yes,Fiber optic,37,No,Bank transfer
2597,32,Female,Two year,150,300,Yes,No,2,No,Credit card
2598,42,Male,Month-to-month,45.07,,No,Fiber optic,1,Yes,Mailed check
2599,54,Male,Two year,49.77,199.08,No,Fiber optic,4,No,Bank transfer
2600,34,Male,Month-to-month,34.38,2062.8,No,DSL,60,Yes,Bank transfer
2601,18,Female,Month-to-month,109.73,2084.87,Yes,Fiber optic,19,Yes,Bank transfer
2602,47,Female,Two year,51.95,1922.15,No,No,37,No,Credit card
2603,32,Male,Two year,39.63,1387.05,Yes,Fiber optic,35,No,Electronic check
2604,25,Male,One year,89.74,4038.3,Yes,Fiber optic,45,No,Credit card
2605,32,Male,Month-to-month,18,648,Yes,DSL,36,No,Bank transfer
2606,37,Male,Month-to-month,86.88,4604.64,Yes,No,53,Yes,Credit card
2607,32,Female,Month-to-month,127.35,2547,No,DSL,20,Yes,Mailed check
2608,18,Female,Month-to-month,84.83,1696.6,No,Fiber optic,20,Yes,Credit card
2609,50,Male,Month-to-month,87.33,6025.77,No,DSL,69,Yes,Electronic check
2610,55,Male,Two year,95.45,5631.55,Yes,Fiber optic,59,Yes,Electronic check
2611,47,Female,Two year,124.84,4369.4,Yes,Fiber optic,35,Yes,Bank transfer
2612,26,Male,Month-to-month,107.35,1073.5,No,Fiber optic,10,Yes,Electronic check
2613,37,Female,Month-to-month,80.39,2411.7,Yes,No,30,No,Bank transfer
2614,39,Male,Two year,96.64,3479.04,Yes,DSL,36,No,Credit card
2615,47,Female,Month-to-month,33.99,2005.41,Yes,DSL,59,No,Credit card
2616,48,Male,One year,92.17,,No,No,60,No,Bank transfer
2617,31,Male,Month-to-month,29.81,1967.46,No,DSL,66,Yes,Bank transfer
2618,40,Female,Month-to-month,52.15,1460.2,No,Fiber optic,28,Yes,Credit card
2619,45,Female,Two year,18,1188,Yes,No,66,No,Mailed check
2620,57,Male,Month-to-month,79.05,5533.5,No,No,70,Yes,Electronic check
2621,48,Male,Month-to-month,42.46,2802.36,No,Fiber optic,66,No,Electronic check
2622,49,Female,Month-to-month,103.89,1558.35,No,Fiber optic,15,Yes,Electronic check
2623,41,Female,Two year,78.66,3461.04,No,Fiber optic,44,No,Electronic check
2624,56,Male,Two year,104.34,3443.22,Yes,DSL,33,No,Credit card
2625,44,Male,Month-to-month,27.07,1164.01,No,DSL,43,Yes,Electronic check
2626,29,Female,Month-to-month,101.34,4154.94,No,No,41,Yes,Credit card
2627,56,Female,One year,138.7,4715.8,Yes,DSL,34,Yes,Bank transfer
2628,48,Female,Month-to-month,91.75,2660.75,No,Fiber optic,29,Yes,Credit card
2629,34,Female,One year,92.66,4818.32,No,Fiber optic,52,No,Bank transfer
2630,34,Female,Month-to-month,70.94,4043.58,No,DSL,57,Yes,Bank transfer
2631,43,Male,Month-to-month,46.64,,No,DSL,27,Yes,Mailed check
2632,45,Male,One year,91.64,1282.96,Yes,Fiber optic,14,No,Mailed check
2633,42,Female,Month-to-month,18,666,No,Fiber optic,37,Yes,Mailed check
2634,43,Male,Two year,50.38,2468.62,Yes,Fiber optic,49,No,Mailed check
2635,60,Male,Month-to-month,18,216,No,DSL,12,Yes,Electronic check
2636,52,Female,Month-to-month,40.37,1372.58,No,DSL,34,Yes,Mailed check
2637,42,Male,Two year,87.47,2011.81,Yes,DSL,23,Yes,Electronic check
2638,51,Male,Month-to-month,82.69,,No,DSL,64,Yes,Electronic check
2639,27,Male,One year,66.78,1135.26,Yes,DSL,17,No,Electronic check
2640,44,Female,Month-to-month,70.96,4044.72,No,Fiber optic,57,Yes,Bank transfer
2641,61,Female,One year,18,450,Yes,DSL,25,No,Bank transfer
2642,37,Male,One year,51.96,1454.88,Yes,DSL,28,No,Electronic check
2643,29,Male,Month-to-month,41.15,2921.65,Yes,DSL,71,Yes,Mailed check
2644,32,Male,Two year,41.93,1802.99,Yes,Fiber optic,43,No,Electronic check
2645,26,Male,One year,85.99,343.96,No,Fiber optic,4,No,Bank transfer
2646,30,Male,Month-to-month,34.88,1116.16,Yes,DSL,32,Yes,Mailed check
2647,35,Male,Month-to-month,43.84,175.36,No,Fiber optic,4,Yes,Bank transfer
2648,23,Female,Month-to-month,18,,No,Fiber optic,35,No,Mailed check
2649,40,Male,Month-to-month,54.71,656.52,No,DSL,12,Yes,Bank transfer
2650,50,Male,Month-to-month,26.93,646.32,No,No,24,Yes,Electronic check
2651,29,Female,Month-to-month,67.77,3862.89,No,DSL,57,Yes,Credit card
2652,58,Male,Month-to-month,31.71,31.71,Yes,DSL,1,Yes,Credit card
2653,46,Male,One year,68.66,2403.1,No,Fiber optic,35,No,Bank transfer
2654,52,Male,Month-to-month,59.94,1438.56,Yes,DSL,24,Yes,Mailed check
2655,32,Male,Two year,123.52,4076.16,No,DSL,33,No,Bank transfer
2656,50,Female,Month-to-month,82.4,906.4,Yes,No,11,Yes,Credit card
2657,26,Male,Month-to-month,18,324,Yes,Fiber optic,18,Yes,Mailed check
2658,50,Female,One year,20.73,746.28,Yes,DSL,36,No,Bank transfer
2659,42,Male,Month-to-month,66.93,0,No,No,0,No,Credit card
2660,46,Male,Month-to-month,32.46,1915.14,No,DSL,59,Yes,Bank transfer
2661,25,Female,Month-to-month,18,1188,No,DSL,66,No,Electronic check
2662,29,Male,Month-to-month,112.23,5387.04,No,DSL,48,No,Mailed check
2663,47,Female,Month-to-month,90.21,4059.45,No,Fiber optic,45,Yes,Mailed check
2664,28,Female,Two year,83.23,3911.81,Yes,DSL,47,Yes,Electronic check
2665,45,Female,Month-to-month,43.74,2930.58,No,Fiber optic,67,Yes,Credit card
2666,23,Male,Two year,79.97,1439.46,No,DSL,18,Yes,Bank transfer
2667,50,Male,One year,40.35,1573.65,Yes,Fiber optic,39,No,Credit card
2668,25,Male,Month-to-month,72.17,360.85,No,DSL,5,No,Mailed check
2669,46,Male,Month-to-month,32.78,2032.36,Yes,DSL,62,Yes,Credit card
2670,47,Female,Two year,118.07,4014.38,Yes,No,34,No,Mailed check
2671,31,Male,Two year,18,1278,Yes,Fiber optic,71,No,Mailed check
2672,46,Male,Month-to-month,108.13,6487.8,No,Fiber optic,60,Yes,Electronic check
2673,43,Female,Month-to-month,66.36,265.44,No,DSL,4,No,Electronic check
2674,33,Female,Month-to-month,47.87,1723.32,No,Fiber optic,36,Yes,Mailed check
2675,27,Male,Month-to-month,70.85,,No,DSL,10,Yes,Bank transfer
2676,18,Female,Month-to-month,90.67,3536.13,No,Fiber optic,39,No,Bank transfer
2677,44,Female,Two year,112.84,,No,Fiber optic,64,No,Electronic check
2678,21,Female,Month-to-month,75.96,531.72,Yes,DSL,7,Yes,Bank transfer
2679,41,Female,One year,33.83,338.3,No,DSL,10,No,Electronic check
2680,36,Female,One year,66.95,4686.5,Yes,Fiber optic,70,No,Mailed check
2681,48,Male,Month-to-month,128.59,7329.63,No,DSL,57,Yes,Mailed check
2682,36,Male,Month-to-month,112.17,5271.99,No,No,47,Yes,Mailed check
2683,36,Male,One year,96.81,1161.72,No,DSL,12,Yes,Electronic check
2684,48,Male,Two year,92.85,5478.15,Yes,Fiber optic,59,No,Bank transfer
2685,44,Male,One year,89.48,4295.04,Yes,DSL,48,Yes,Mailed check
2686,43,Male,Month-to-month,105.56,6966.96,No,DSL,66,Yes,Credit card
2687,45,Male,Month-to-month,49.02,294.12,No,DSL,6,No,Bank transfer
2688,21,Female,Month-to-month,18,,Yes,DSL,24,No,Bank transfer
2689,49,Male,Month-to-month,67.42,1483.24,No,DSL,22,Yes,Electronic check
2690,47,Male,One year,36.38,1819,Yes,Fiber optic,50,No,Electronic check
2691,27,Male,Month-to-month,28.07,1291.22,No,DSL,46,No,Bank transfer
2692,37,Female,Two year,39.79,159.16,Yes,DSL,4,No,Bank transfer
2693,39,Male,Month-to-month,150,1800,No,DSL,12,Yes,Mailed check
2694,38,Male,One year,69.76,2860.16,Yes,DSL,41,No,Mailed check
2695,44,Female,Two year,77.67,,No,Fiber optic,4,No,Credit card
2696,57,Male,Month-to-month,22.22,488.84,No,Fiber optic,22,Yes,Mailed check
2697,52,Male,Two year,18,1098,Yes,No,61,No,Bank transfer
2698,24,Female,Month-to-month,36.33,0,No,DSL,0,No,Electronic check
2699,47,Male,Month-to-month,115.34,6113.02,No,DSL,53,Yes,Credit card
2700,55,Female,Two year,76.7,5445.7,No,DSL,71,No,Bank transfer
2701,44,Male,Two year,85.95,171.9,Yes,DSL,2,No,Credit card
2702,53,Male,Month-to-month,90.85,5723.55,Yes,No,63,Yes,Credit card
2703,64,Male,Month-to-month,44.3,2215,No,Fiber optic,50,Yes,Credit card
2704,52,Female,One year,113.58,113.58,Yes,Fiber optic,1,No,Mailed check
2705,42,Female,Two year,42.85,2056.8,Yes,DSL,48,Yes,Mailed check
2706,52,Female,Month-to-month,114.22,3426.6,No,No,30,Yes,Electronic check
2707,41,Male,Two year,80.48,160.96,Yes,Fiber optic,2,No,Bank transfer
2708,40,Male,Month-to-month,18,612,No,Fiber optic,34,Yes,Credit card
2709,35,Female,Month-to-month,38.82,1358.7,No,No,35,No,Mailed check
2710,58,Female,Month-to-month,18,1134,Yes,No,63,Yes,Electronic check
2711,30,Male,Month-to-month,105.71,3277.01,No,DSL,31,No,Mailed check
2712,58,Male,Two year,64.13,1090.21,Yes,DSL,17,No,Electronic check
2713,45,Male,Month-to-month,18,594,No,DSL,33,Yes,Bank transfer
2714,23,Male,Two year,78.15,4298.25,Yes,Fiber optic,55,No,Credit card
2715,44,Female,Month-to-month,46.2,3049.2,No,DSL,66,Yes,Electronic check
2716,18,Male,One year,18,936,No,No,52,No,Credit card
2717,47,Male,Two year,123.73,8166.18,Yes,Fiber optic,66,No,Bank transfer
2718,50,Male,One year,68.76,4469.4,Yes,No,65,No,Bank transfer
2719,32,Male,One year,54.73,3447.99,Yes,Fiber optic,63,No,Mailed check
2720,41,Male,Month-to-month,51.02,3367.32,No,Fiber optic,66,Yes,Bank transfer
2721,63,Male,Two year,18,684,Yes,DSL,38,Yes,Credit card
2722,33,Male,Two year,19.34,715.58,Yes,No,37,Yes,Mailed check
2723,27,Female,Month-to-month,109.97,4288.83,No,Fiber optic,39,Yes,Credit card
2724,57,Female,Two year,48.41,871.38,No,Fiber optic,18,Yes,Mailed check
2725,63,Female,Month-to-month,65.77,263.08,Yes,DSL,4,No,Credit card
2726,40,Male,Month-to-month,18,1224,No,No,68,Yes,Bank transfer
2727,52,Female,Two year,18.87,245.31,Yes,DSL,13,No,Electronic check
2728,56,Male,Month-to-month,86.34,4144.32,No,No,48,Yes,Bank transfer
2729,31,Male,Two year,78.22,4927.86,No,Fiber optic,63,Yes,Credit card
2730,34,Male,Month-to-month,126.37,7076.72,No,Fiber optic,56,No,Bank transfer
2731,54,Male,Month-to-month,112,3808,Yes,No,34,Yes,Electronic check
2732,60,Female,Month-to-month,56.93,227.72,No,Fiber optic,4,Yes,Credit card
2733,46,Male,Month-to-month,81.55,3098.9,No,Fiber optic,38,Yes,Credit card
2734,29,Male,One year,53.92,1240.16,Yes,DSL,23,Yes,Mailed check
2735,63,Female,Month-to-month,136.92,5339.88,No,DSL,39,Yes,Mailed check
2736,33,Female,Month-to-month,105.22,5155.78,No,Fiber optic,49,Yes,Bank transfer
2737,35,Female,Month-to-month,70.94,4043.58,No,DSL,57,Yes,Electronic check
2738,44,Male,Month-to-month,72.01,0,No,DSL,0,Yes,Electronic check
2739,58,Female,One year,115.57,4853.94,No,DSL,42,No,Electronic check
2740,50,Male,Month-to-month,85.29,3241.02,Yes,DSL,38,Yes,Electronic check
2741,44,Male,One year,119.55,1075.95,Yes,Fiber optic,9,Yes,Credit card
2742,45,Female,Two year,18,18,Yes,DSL,1,Yes,Bank transfer
2743,40,Female,One year,81.14,5030.68,No,Fiber optic,62,Yes,Credit card
2744,46,Female,Two year,46.96,704.4,Yes,DSL,15,No,Bank transfer
2745,18,Male,Month-to-month,126.47,4552.92,No,DSL,36,Yes,Mailed check
2746,36,Male,Month-to-month,119.12,1786.8,Yes,DSL,15,Yes,Electronic check
2747,42,Male,Two year,66.15,1719.9,Yes,DSL,26,No,Bank transfer
2748,26,Male,One year,118.75,7362.5,Yes,Fiber optic,62,No,Credit card
2749,44,Male,One year,127.41,8026.83,No,DSL,63,No,Credit card
2750,37,Male,One year,67.6,2095.6,Yes,Fiber optic,31,Yes,Credit card
2751,61,Female,Month-to-month,150,1200,No,DSL,8,Yes,Credit card
2752,58,Male,Month-to-month,63.9,639,Yes,DSL,10,Yes,Bank transfer
2753,34,Female,One year,57.49,3966.81,No,Fiber optic,69,No,Electronic check
2754,38,Female,One year,95.31,2763.99,Yes,Fiber optic,29,Yes,Credit card
2755,39,Female,Month-to-month,52.62,736.68,Yes,DSL,14,Yes,Electronic check
2756,34,Female,Two year,67.99,3943.42,Yes,DSL,58,No,Mailed check
2757,42,Female,Month-to-month,114.33,5373.51,No,Fiber optic,47,Yes,Electronic check
2758,30,Male,Month-to-month,65.67,3874.53,No,Fiber optic,59,Yes,Mailed check
2759,26,Male,Two year,18,1206,No,Fiber optic,67,Yes,Mailed check
2760,47,Male,One year,77.86,4360.16,Yes,DSL,56,Yes,Electronic check
2761,47,Male,Month-to-month,40.63,2559.69,No,Fiber optic,63,Yes,Electronic check
2762,30,Female,Month-to-month,95.28,5049.84,No,No,53,No,Bank transfer
2763,50,Female,Month-to-month,89.37,4736.61,No,DSL,53,Yes,Credit card
2764,32,Female,One year,116.5,6757,Yes,Fiber optic,58,Yes,Electronic check
2765,43,Male,Month-to-month,96.76,3676.88,Yes,DSL,38,No,Electronic check
2766,49,Male,Two year,103.16,1444.24,Yes,Fiber optic,14,No,Mailed check
2767,39,Male,Two year,41.58,1122.66,Yes,DSL,27,No,Electronic check
2768,45,Male,Two year,93.14,3259.9,Yes,DSL,35,No,Credit card
2769,33,Female,Month-to-month,133.9,7096.7,No,Fiber optic,53,Yes,Bank transfer
2770,37,Female,One year,40.9,654.4,Yes,DSL,16,No,Credit card
2771,37,Male,Month-to-month,127.99,2687.79,No,No,21,Yes,Credit card
2772,31,Male,Month-to-month,45.77,1601.95,No,DSL,35,Yes,Bank transfer
2773,37,Female,Month-to-month,35.18,985.04,No,Fiber optic,28,Yes,Electronic check
2774,21,Female,Month-to-month,75.37,4069.98,Yes,DSL,54,Yes,Electronic check
2775,34,Female,Two year,90.06,3692.46,Yes,Fiber optic,41,Yes,Mailed check
2776,36,Female,Month-to-month,96.91,3004.21,No,No,31,Yes,Electronic check
2777,36,Male,Month-to-month,31.34,407.42,No,DSL,13,Yes,Mailed check
2778,37,Female,Two year,80.21,1363.57,Yes,No,17,No,Electronic check
2779,39,Female,Month-to-month,41.01,1517.37,Yes,Fiber optic,37,Yes,Mailed check
2780,45,Female,One year,18,594,Yes,Fiber optic,33,No,Bank transfer
2781,50,Female,Month-to-month,32.49,1429.56,No,DSL,44,Yes,Electronic check
2782,32,Male,Month-to-month,38.72,1200.32,No,Fiber optic,31,Yes,Electronic check
2783,25,Male,Two year,83.26,5495.16,Yes,DSL,66,No,Credit card
2784,27,Male,Month-to-month,105.33,6530.46,No,No,62,Yes,Mailed check
2785,34,Male,Month-to-month,18,972,No,Fiber optic,54,Yes,Mailed check
2786,35,Male,Month-to-month,77.32,3247.44,No,Fiber optic,42,Yes,Credit card
2787,30,Male,Month-to-month,23.82,500.22,Yes,No,21,Yes,Electronic check
2788,24,Female,Month-to-month,87.02,,No,DSL,67,No,Mailed check
2789,34,Female,Month-to-month,43.2,1209.6,No,No,28,Yes,Electronic check
2790,42,Female,Month-to-month,28.2,1099.8,No,Fiber optic,39,Yes,Bank transfer
2791,47,Female,One year,92.99,4091.56,Yes,DSL,44,No,Mailed check
2792,33,Male,Month-to-month,44.46,400.14,No,Fiber optic,9,No,Electronic check
2793,35,Female,Month-to-month,53.94,2373.36,No,Fiber optic,44,Yes,Bank transfer
2794,28,Male,Month-to-month,18,288,No,Fiber optic,16,Yes,Electronic check
2795,39,Female,Two year,98.13,98.13,Yes,Fiber optic,1,Yes,Electronic check
2796,29,Female,Two year,93.73,1499.68,No,DSL,16,Yes,Bank transfer
2797,46,Female,One year,65.19,2412.03,No,DSL,37,No,Mailed check
2798,18,Male,Two year,18,648,Yes,No,36,Yes,Credit card
2799,35,Female,Month-to-month,107.33,6654.46,No,DSL,62,Yes,Credit card
2800,43,Male,Month-to-month,41.68,166.72,Yes,No,4,Yes,Bank transfer
2801,42,Male,One year,49.13,1179.12,Yes,DSL,24,Yes,Electronic check
2802,72,Female,One year,145.92,3064.32,No,DSL,21,Yes,Credit card
2803,44,Male,Month-to-month,40.37,2502.94,No,DSL,62,Yes,Bank transfer
2804,27,Male,Month-to-month,90.98,3093.32,No,No,34,Yes,Credit card
2805,38,Female,Two year,84.67,4572.18,No,DSL,54,No,Electronic check
2806,18,Female,Two year,78.66,1494.54,No,DSL,19,No,Bank transfer
2807,39,Female,Month-to-month,74.87,299.48,No,No,4,No,Mailed check
2808,30,Female,One year,78.17,,Yes,Fiber optic,38,Yes,Bank transfer
