CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,AverageMonthlyCharges,CustomerLifetimeValue,TenureGroup,TotalChargesPerMonth,Electronic,MonthlyCharges_Tenure,Internet_TechSupport,LogTotalCharges
2220,37,Male,Month-to-month,103.13,5259.63,No,No,51,Yes,Electronic check,Yes,103.13,5259.63,Long-term,103.13,Non-Electronic,5259.63,0,8.567815961052304
2221,35,Male,Month-to-month,61.01,1342.22,No,Fiber optic,22,Yes,Credit card,No,61.01,1342.22,Intermediate,61.01,Electronic,1342.22,0,7.202080238522077
2222,32,Male,Two year,65.53,327.65,Yes,DSL,5,Yes,Credit card,No,65.53,327.65,New,65.53,Electronic,327.65,1,5.791945965485506
2223,48,Male,Month-to-month,44.01,1540.35,Yes,DSL,35,No,Bank transfer,No,44.01,1540.35,Long-term,44.01,Electronic,1540.35,1,7.339764942312414
2224,37,Female,One year,80.08,,Yes,No,56,No,Bank transfer,No,80.08,4484.48,Long-term,,Electronic,4484.48,0,
2225,32,Male,One year,77.24,2471.68,Yes,DSL,32,No,Credit card,No,77.24,2471.68,Long-term,77.24,Electronic,2471.68,1,7.8126533603600405
2226,55,Male,Month-to-month,96.53,4633.44,Yes,Fiber optic,48,Yes,Mailed check,No,96.53,4633.44,Long-term,96.52999999999999,Non-Electronic,4633.4400000000005,1,8.441054851768415
2227,57,Male,Two year,44.73,1789.2,No,DSL,40,No,Mailed check,No,44.73,1789.2,Long-term,44.730000000000004,Non-Electronic,1789.1999999999998,0,7.489523871558693
2228,32,Male,Two year,48.98,2644.92,Yes,Fiber optic,54,Yes,Mailed check,No,48.98,2644.92,Long-term,48.980000000000004,Non-Electronic,2644.9199999999996,1,7.880396098088296
2229,18,Male,Month-to-month,92.72,2318.0,No,DSL,25,No,Credit card,Yes,92.72,2318.0,Long-term,92.72,Electronic,2318.0,0,7.748460023899697
2230,52,Female,Month-to-month,73.83,2657.88,Yes,DSL,36,Yes,Mailed check,No,73.83,2657.88,Long-term,73.83,Non-Electronic,2657.88,1,7.8852840915271845
2231,31,Male,Month-to-month,33.28,532.48,No,Fiber optic,16,Yes,Bank transfer,No,33.28,532.48,Intermediate,33.28,Electronic,532.48,0,6.277545338192789
2232,49,Female,Month-to-month,110.73,3432.63,No,Fiber optic,31,Yes,Credit card,Yes,110.73,3432.63,Long-term,110.73,Electronic,3432.63,0,8.141082010195163
2233,18,Male,Month-to-month,18.0,486.0,No,DSL,27,Yes,Bank transfer,No,18.0,486.0,Long-term,18.0,Electronic,486.0,0,6.186208623900494
2234,50,Female,Month-to-month,92.45,2218.8,No,Fiber optic,24,Yes,Bank transfer,Yes,92.45,2218.8,Intermediate,92.45,Electronic,2218.8,0,7.70472178818108
2235,25,Female,Month-to-month,20.72,953.12,No,DSL,46,No,Mailed check,No,20.72,953.12,Long-term,20.72,Non-Electronic,953.1199999999999,0,6.859740813880378
2236,48,Male,Two year,131.0,2751.0,No,Fiber optic,21,No,Bank transfer,No,,2751.0,Intermediate,131.0,Electronic,2751.0,0,7.919719760924575
2237,40,Male,Month-to-month,18.0,1080.0,Yes,Fiber optic,60,Yes,Bank transfer,No,18.0,1080.0,Long-term,18.0,Electronic,1080.0,1,6.984716320118266
2238,28,Male,Month-to-month,105.33,4529.19,No,Fiber optic,43,Yes,Electronic check,Yes,105.33,4529.19,Long-term,105.32999999999998,Non-Electronic,4529.19,0,8.418298394542013
2239,35,Male,Month-to-month,62.14,1180.66,No,Fiber optic,19,Yes,Electronic check,No,62.14,1180.66,Intermediate,62.14000000000001,Non-Electronic,1180.66,0,7.073828883131342
2240,48,Male,Month-to-month,52.17,2556.33,No,No,49,Yes,Electronic check,No,52.17,2556.33,Long-term,52.17,Non-Electronic,2556.33,0,7.846327915144928
2241,41,Female,Month-to-month,71.49,3288.54,No,DSL,46,Yes,Mailed check,No,71.49,3288.54,Long-term,71.49,Non-Electronic,3288.54,0,8.098198976267856
2242,47,Male,Month-to-month,87.12,4007.52,Yes,DSL,46,Yes,Mailed check,No,87.12,4007.52,Long-term,87.12,Non-Electronic,4007.5200000000004,1,8.2959278751138
2243,63,Male,Month-to-month,33.35,2367.85,No,Fiber optic,71,Yes,Bank transfer,No,33.35,2367.85,Long-term,33.35,Electronic,2367.85,0,7.769737649402948
2244,21,Female,Two year,36.45,1822.5,No,Fiber optic,50,No,Bank transfer,No,36.45,1822.5,Long-term,36.45,Electronic,1822.5000000000002,0,7.507964463882813
2245,59,Male,Two year,87.74,4737.96,No,Fiber optic,54,No,Mailed check,No,87.74,4737.96,Long-term,87.74,Non-Electronic,4737.96,0,8.463361942302342
2246,41,Female,Month-to-month,18.0,684.0,No,Fiber optic,38,Yes,Credit card,No,18.0,684.0,Long-term,18.0,Electronic,684.0,0,6.52795791762255
2247,29,Male,Month-to-month,44.55,579.15,No,Fiber optic,13,Yes,Credit card,No,44.55,579.15,Intermediate,44.55,Electronic,579.15,0,6.361561511378355
2248,24,Female,One year,150.0,10200.0,Yes,No,68,No,Credit card,No,150.0,10200.0,Long-term,150.0,Electronic,10200.0,0,9.230142999272362
2249,37,Male,One year,31.12,1431.52,Yes,Fiber optic,46,Yes,Electronic check,No,31.12,1431.52,Long-term,31.12,Non-Electronic,1431.52,1,7.266492095799286
2250,51,Female,Month-to-month,105.17,2103.4,No,DSL,20,Yes,Bank transfer,Yes,105.17,2103.4,Intermediate,105.17,Electronic,2103.4,0,7.651310362085928
2251,38,Female,Two year,44.49,622.86,No,No,14,No,Credit card,No,44.49,622.86,Intermediate,44.49,Electronic,622.86,0,6.434321774433209
2252,58,Male,Month-to-month,82.82,0.0,No,No,0,Yes,Electronic check,Yes,0.0,0.0,,0.0,Non-Electronic,0.0,0,
2253,22,Male,Month-to-month,87.9,791.1,No,DSL,9,Yes,Bank transfer,Yes,87.9,791.1,New,87.9,Electronic,791.1,0,6.673424382027351
2254,39,Male,One year,104.51,2299.22,Yes,DSL,22,No,Credit card,No,104.51,2299.22,Intermediate,104.50999999999999,Electronic,2299.2200000000003,1,7.740325213964728
2255,24,Female,Two year,57.99,985.83,Yes,Fiber optic,17,No,Credit card,No,57.99,985.83,Intermediate,57.99,Electronic,985.83,1,6.893483925944565
2256,44,Female,One year,134.61,7672.77,Yes,DSL,57,No,Electronic check,No,134.61,7672.77,Long-term,134.61,Non-Electronic,7672.77,1,8.945432976490553
2257,50,Female,Month-to-month,44.37,2262.87,No,Fiber optic,51,Yes,Credit card,No,44.37,2262.87,Long-term,44.37,Electronic,2262.87,0,7.724389198115144
2258,34,Male,Month-to-month,73.2,3294.0,No,No,45,Yes,Bank transfer,No,73.2,3294.0,Long-term,73.2,Electronic,3294.0,0,8.099857910737585
2259,18,Male,Month-to-month,73.58,882.96,Yes,DSL,12,Yes,Credit card,No,73.58,882.96,New,73.58,Electronic,882.96,1,6.783279899464628
2260,42,Female,Month-to-month,25.73,411.68,No,DSL,16,Yes,Electronic check,No,25.73,411.68,Intermediate,25.73,Non-Electronic,411.68,0,6.020246348533434
2261,45,Male,One year,54.99,3629.34,Yes,Fiber optic,66,No,Credit card,No,54.99,3629.34,Long-term,54.99,Electronic,3629.34,1,8.196806092546149
2262,44,Female,Two year,70.65,4239.0,Yes,DSL,60,No,Electronic check,No,70.65,4239.0,Long-term,70.65,Non-Electronic,4239.0,1,8.352082671352637
2263,54,Male,One year,49.88,3192.32,Yes,No,64,No,Mailed check,No,49.88,3192.32,Long-term,49.88,Non-Electronic,3192.32,0,8.068503204171508
2264,27,Male,Two year,150.0,7800.0,Yes,DSL,52,Yes,Credit card,No,150.0,7800.0,Long-term,150.0,Electronic,7800.0,1,8.961879012677683
2265,48,Female,Month-to-month,35.65,142.6,No,Fiber optic,4,Yes,Bank transfer,No,35.65,142.6,New,35.65,Electronic,142.6,0,4.960043507980195
2266,54,Male,Two year,106.28,3294.68,Yes,DSL,31,Yes,Credit card,No,106.28,3294.68,Long-term,106.28,Electronic,3294.68,1,8.100064325376758
2267,18,Male,One year,94.98,4179.12,Yes,Fiber optic,44,No,Electronic check,No,94.98,4179.12,Long-term,94.98,Non-Electronic,4179.12,1,8.337855977039236
2268,43,Male,Month-to-month,64.51,3548.05,No,Fiber optic,55,Yes,Mailed check,No,64.51,3548.05,Long-term,64.51,Non-Electronic,3548.05,0,8.17415343577662
2269,33,Male,One year,34.72,138.88,Yes,No,4,No,Bank transfer,No,34.72,138.88,New,34.72,Electronic,138.88,0,4.93361025091204
2270,39,Male,Month-to-month,38.11,1257.63,No,Fiber optic,33,Yes,Credit card,No,38.11,1257.63,Long-term,38.11000000000001,Electronic,1257.6299999999999,0,7.1369842763522495
2271,44,Female,One year,46.87,2812.2,No,No,60,No,Mailed check,No,46.87,2812.2,Long-term,46.87,Non-Electronic,2812.2,0,7.941722374156716
2272,34,Male,Month-to-month,18.0,1098.0,Yes,Fiber optic,61,Yes,Electronic check,No,18.0,1098.0,Long-term,18.0,Non-Electronic,1098.0,1,7.001245622069476
2273,31,Female,Month-to-month,29.88,2031.84,Yes,No,68,Yes,Bank transfer,No,29.88,2031.84,Long-term,29.88,Electronic,2031.84,0,7.616697065440723
2274,40,Male,One year,18.0,,No,DSL,62,No,Electronic check,No,18.0,1116.0,Long-term,,Non-Electronic,1116.0,0,
2275,26,Male,One year,112.11,4820.73,No,Fiber optic,43,No,Credit card,No,112.11,4820.73,Long-term,112.10999999999999,Electronic,4820.73,0,8.480680647859064
2276,26,Female,Month-to-month,86.65,2339.55,Yes,DSL,27,Yes,Electronic check,No,86.65,2339.55,Long-term,86.65,Non-Electronic,2339.55,1,7.757713882165945
2277,48,Female,Month-to-month,92.51,6383.19,No,DSL,69,Yes,Mailed check,Yes,92.51,6383.19,Long-term,92.50999999999999,Non-Electronic,6383.1900000000005,0,8.761423251380487
2278,26,Male,Month-to-month,85.61,1027.32,No,Fiber optic,12,Yes,Electronic check,Yes,85.61,1027.32,New,85.61,Non-Electronic,1027.32,0,6.934708748542395
2279,47,Male,Month-to-month,70.84,2975.28,No,Fiber optic,42,Yes,Bank transfer,No,70.84,2975.28,Long-term,70.84,Electronic,2975.28,0,7.998093431198001
2280,45,Female,Two year,116.12,3367.48,Yes,Fiber optic,29,No,Mailed check,No,116.12,3367.48,Long-term,116.12,Non-Electronic,3367.48,1,8.121919969142903
2281,19,Female,Two year,43.62,1090.5,Yes,DSL,25,No,Credit card,No,43.62,1090.5,Long-term,43.62,Electronic,1090.5,1,6.994391585641684
2282,31,Female,Month-to-month,68.73,4261.26,No,DSL,62,Yes,Electronic check,No,68.73,4261.26,Long-term,68.73,Non-Electronic,4261.26,0,8.357320170178605
2283,54,Female,One year,91.15,5104.4,Yes,DSL,56,Yes,Electronic check,No,91.15,5104.4,Long-term,91.14999999999999,Non-Electronic,5104.400000000001,1,8.53785819185982
2284,28,Male,Month-to-month,18.76,1181.88,No,No,63,Yes,Credit card,No,18.76,1181.88,Long-term,18.76,Electronic,1181.88,0,7.074861669969612
2285,34,Male,One year,150.0,7200.0,No,DSL,48,No,Credit card,No,150.0,7200.0,Long-term,150.0,Electronic,7200.0,0,8.881836305004146
2286,45,Male,Month-to-month,66.0,3366.0,No,DSL,51,Yes,Electronic check,No,66.0,3366.0,Long-term,66.0,Non-Electronic,3366.0,0,8.121480374750751
2287,49,Male,Month-to-month,69.97,4338.14,No,Fiber optic,62,Yes,Credit card,No,69.97,4338.14,Long-term,69.97,Electronic,4338.14,0,8.375200963802897
2288,36,Male,One year,108.99,1307.88,No,DSL,12,No,Mailed check,No,108.99,1307.88,New,108.99000000000001,Non-Electronic,1307.8799999999999,0,7.176162784689221
2289,32,Female,Month-to-month,97.02,4268.88,No,DSL,44,No,Bank transfer,Yes,97.02,4268.88,Long-term,97.02,Electronic,4268.88,0,8.35910677673533
2290,57,Female,One year,66.33,2984.85,Yes,Fiber optic,45,Yes,Mailed check,No,66.33,2984.85,Long-term,66.33,Non-Electronic,2984.85,1,8.001304773307785
2291,60,Female,Two year,69.55,2782.0,Yes,Fiber optic,40,Yes,Electronic check,No,69.55,2782.0,Long-term,69.55,Non-Electronic,2782.0,1,7.930925372483388
2292,51,Male,Month-to-month,18.0,810.0,No,No,45,Yes,Mailed check,No,18.0,810.0,Long-term,18.0,Non-Electronic,810.0,0,6.697034247666484
2293,41,Female,Month-to-month,45.52,0.0,No,No,0,Yes,Electronic check,No,0.0,0.0,,0.0,Non-Electronic,0.0,0,
2294,30,Male,Two year,83.1,5567.7,No,No,67,No,Mailed check,No,83.1,5567.7,Long-term,83.1,Non-Electronic,5567.7,0,8.624737321252368
2295,30,Male,One year,80.54,885.94,Yes,DSL,11,No,Electronic check,No,80.54,885.94,New,80.54,Non-Electronic,885.94,1,6.786649228221679
2296,46,Male,Month-to-month,107.74,3663.16,Yes,DSL,34,Yes,Credit card,No,107.74,3663.16,Long-term,107.74,Electronic,3663.16,1,8.20608144186855
2297,45,Female,Month-to-month,60.78,1944.96,Yes,DSL,32,Yes,Mailed check,No,60.78,1944.96,Long-term,60.78,Non-Electronic,1944.96,1,7.572996690288374
2298,56,Male,One year,18.0,1026.0,Yes,Fiber optic,57,No,Electronic check,No,,1026.0,Long-term,18.0,Non-Electronic,1026.0,1,6.933423025730715
2299,47,Male,Month-to-month,101.99,3467.66,Yes,Fiber optic,34,Yes,Credit card,No,101.99,3467.66,Long-term,101.99,Electronic,3467.66,1,8.151235293878589
2300,21,Female,Month-to-month,115.26,,No,Fiber optic,45,Yes,Electronic check,Yes,115.26,5186.7,Long-term,,Non-Electronic,5186.7,0,
2301,52,Male,Month-to-month,96.44,6268.6,Yes,DSL,65,Yes,Mailed check,No,96.44,6268.6,Long-term,96.44000000000001,Non-Electronic,6268.599999999999,1,8.743308323208607
2302,28,Female,Two year,59.27,2548.61,Yes,DSL,43,No,Mailed check,No,59.27,2548.61,Long-term,59.27,Non-Electronic,2548.61,1,7.8433033914933095
2303,35,Male,One year,101.55,2538.75,Yes,Fiber optic,25,Yes,Electronic check,No,101.55,2538.75,Long-term,101.55,Non-Electronic,2538.75,1,7.839427112894595
2304,43,Female,Two year,150.0,6150.0,Yes,DSL,41,Yes,Credit card,No,150.0,6150.0,Long-term,150.0,Electronic,6150.0,1,8.724207360800564
2305,63,Male,One year,69.03,2001.87,No,Fiber optic,29,No,Bank transfer,No,69.03,2001.87,Long-term,69.03,Electronic,2001.8700000000001,0,7.601837022701858
2306,77,Male,Two year,19.09,591.79,Yes,No,31,Yes,Electronic check,No,19.09,591.79,Long-term,19.09,Non-Electronic,591.79,0,6.383151842222802
2307,47,Female,Month-to-month,44.48,1556.8,No,DSL,35,Yes,Electronic check,No,44.48,1556.8,Long-term,44.48,Non-Electronic,1556.8,0,7.350387711431741
2308,37,Male,One year,86.89,1564.02,No,Fiber optic,18,Yes,Bank transfer,No,86.89,1564.02,Intermediate,86.89,Electronic,1564.02,0,7.355014708747279
2309,46,Female,Month-to-month,18.0,378.0,No,Fiber optic,21,No,Electronic check,No,18.0,378.0,Intermediate,18.0,Non-Electronic,378.0,0,5.934894195619588
2310,50,Male,One year,70.93,4539.52,No,DSL,64,No,Mailed check,No,70.93,4539.52,Long-term,70.93,Non-Electronic,4539.52,0,8.420576558573668
2311,36,Female,Month-to-month,78.31,,No,DSL,56,Yes,Mailed check,No,78.31,4385.36,Long-term,,Non-Electronic,4385.360000000001,0,
2312,61,Male,Month-to-month,118.73,1187.3,No,DSL,10,No,Credit card,Yes,118.73,1187.3,New,118.72999999999999,Electronic,1187.3,0,7.079437100671747
2313,42,Male,Two year,110.86,2771.5,No,Fiber optic,25,Yes,Bank transfer,No,110.86,2771.5,Long-term,110.86,Electronic,2771.5,0,7.927143968859859
2314,45,Male,Two year,95.26,4477.22,No,DSL,47,No,Electronic check,No,95.26,4477.22,Long-term,95.26,Non-Electronic,4477.22,0,8.406757597082773
2315,47,Female,Month-to-month,18.0,324.0,Yes,No,18,Yes,Mailed check,No,18.0,324.0,Intermediate,18.0,Non-Electronic,324.0,0,5.780743515792329
2316,45,Female,One year,97.24,1069.64,Yes,No,11,No,Electronic check,No,,1069.64,New,97.24000000000001,Non-Electronic,1069.6399999999999,0,6.975077422246294
2317,50,Female,Month-to-month,89.69,5919.54,Yes,DSL,66,Yes,Bank transfer,No,89.69,5919.54,Long-term,89.69,Electronic,5919.54,1,8.686014022156337
2318,32,Female,Month-to-month,73.96,4067.8,No,DSL,55,Yes,Mailed check,No,73.96,4067.8,Long-term,73.96000000000001,Non-Electronic,4067.7999999999997,0,8.310857591751395
2319,33,Female,Two year,18.0,306.0,Yes,Fiber optic,17,No,Bank transfer,No,18.0,306.0,Intermediate,18.0,Electronic,306.0,1,5.723585101952381
2320,26,Male,Month-to-month,37.81,151.24,Yes,No,4,Yes,Electronic check,No,37.81,151.24,New,37.81,Non-Electronic,151.24,0,5.018867979022732
2321,45,Male,Two year,24.16,555.68,No,DSL,23,Yes,Credit card,No,24.16,555.68,Intermediate,24.159999999999997,Electronic,555.68,0,6.320192588995764
2322,49,Male,Month-to-month,18.0,666.0,No,Fiber optic,37,Yes,Electronic check,No,18.0,666.0,Long-term,18.0,Non-Electronic,666.0,0,6.501289670540389
2323,45,Male,One year,64.9,4283.4,Yes,No,66,No,Electronic check,No,64.9,4283.4,Long-term,64.89999999999999,Non-Electronic,4283.400000000001,0,8.36250236573647
2324,60,Male,One year,37.08,2558.52,No,DSL,69,Yes,Bank transfer,No,37.08,2558.52,Long-term,37.08,Electronic,2558.52,0,7.847184245294914
2325,39,Female,Month-to-month,150.0,7650.0,Yes,DSL,51,Yes,Mailed check,No,150.0,7650.0,Long-term,150.0,Non-Electronic,7650.0,1,8.942460926820582
2326,48,Male,Month-to-month,59.09,2245.42,Yes,No,38,Yes,Bank transfer,No,59.09,2245.42,Long-term,59.09,Electronic,2245.42,0,7.716647865083969
2327,26,Female,Two year,110.28,6396.24,Yes,DSL,58,Yes,Mailed check,No,110.28,6396.24,Long-term,110.28,Non-Electronic,6396.24,1,8.763465596702016
2328,35,Male,One year,18.0,450.0,No,DSL,25,No,Electronic check,No,18.0,450.0,Long-term,18.0,Non-Electronic,450.0,0,6.1092475827643655
2329,48,Female,Month-to-month,46.45,2972.8,Yes,Fiber optic,64,Yes,Electronic check,No,46.45,2972.8,Long-term,46.45,Non-Electronic,2972.8,1,7.997259548619519
2330,50,Female,Month-to-month,68.39,3214.33,No,DSL,47,Yes,Credit card,No,68.39,3214.33,Long-term,68.39,Electronic,3214.33,0,8.075374216820062
2331,36,Female,Month-to-month,33.21,,No,No,52,Yes,Credit card,No,33.21,1726.92,Long-term,,Electronic,1726.92,0,
2332,39,Male,Month-to-month,50.22,401.76,No,DSL,8,Yes,Bank transfer,No,50.22,401.76,New,50.22,Electronic,401.76,0,5.995854895409275
2333,21,Male,Month-to-month,57.37,229.48,No,No,4,Yes,Mailed check,No,57.37,229.48,New,57.37,Non-Electronic,229.48,0,5.435815879733671
2334,35,Male,Month-to-month,56.81,4033.51,No,DSL,71,Yes,Credit card,No,56.81,4033.51,Long-term,56.81,Electronic,4033.51,0,8.30239224361035
2335,50,Male,Two year,129.93,7795.8,Yes,DSL,60,Yes,Credit card,No,129.93,7795.8,Long-term,129.93,Electronic,7795.8,1,8.961340406116745
2336,46,Female,One year,78.24,1564.8,Yes,Fiber optic,20,Yes,Electronic check,No,78.24,1564.8,Intermediate,78.24,Non-Electronic,1564.8,1,7.3555132992805525
2337,46,Female,Two year,81.78,5070.36,Yes,No,62,No,Electronic check,No,81.78,5070.36,Long-term,81.78,Non-Electronic,5070.36,0,8.531167099981587
2338,40,Female,One year,83.89,,Yes,DSL,19,No,Bank transfer,No,83.89,1593.91,Intermediate,,Electronic,1593.91,1,
2339,40,Female,Two year,86.44,4927.08,Yes,Fiber optic,57,No,Bank transfer,No,86.44,4927.08,Long-term,86.44,Electronic,4927.08,1,8.502501799473235
2340,32,Male,Month-to-month,62.1,2732.4,No,DSL,44,Yes,Mailed check,No,62.1,2732.4,Long-term,62.1,Non-Electronic,2732.4,0,7.912935622857694
2341,48,Female,One year,53.77,1129.17,No,No,21,No,Credit card,No,53.77,1129.17,Intermediate,53.77,Electronic,1129.17,0,7.02923812854501
2342,45,Male,Two year,70.84,4392.08,No,No,62,No,Electronic check,No,70.84,4392.08,Long-term,70.84,Non-Electronic,4392.08,0,8.387558197959724
2343,45,Female,One year,105.49,3059.21,Yes,Fiber optic,29,No,Mailed check,No,105.49,3059.21,Long-term,105.49,Non-Electronic,3059.21,1,8.025911991680191
2344,33,Female,Month-to-month,104.42,6474.04,Yes,Fiber optic,62,Yes,Credit card,No,104.42,6474.04,Long-term,104.42,Electronic,6474.04,1,8.775555613027498
2345,18,Female,One year,56.59,2433.37,Yes,DSL,43,No,Mailed check,No,56.59,2433.37,Long-term,56.589999999999996,Non-Electronic,2433.3700000000003,1,7.797032406847995
2346,53,Male,Two year,91.87,6063.42,Yes,DSL,66,Yes,Mailed check,No,91.87,6063.42,Long-term,91.87,Non-Electronic,6063.42,1,8.7100292763098
2347,34,Male,One year,58.19,3316.83,Yes,DSL,57,No,Bank transfer,No,58.19,3316.83,Long-term,58.19,Electronic,3316.83,1,8.10676478650313
2348,29,Female,Month-to-month,66.19,4236.16,Yes,DSL,64,Yes,Credit card,No,66.19,4236.16,Long-term,66.19,Electronic,4236.16,1,8.351412477490504
2349,48,Female,One year,48.43,1695.05,Yes,Fiber optic,35,Yes,Mailed check,No,48.43,1695.05,Long-term,48.43,Non-Electronic,1695.05,1,7.435467517904551
2350,35,Female,Two year,58.64,293.2,No,Fiber optic,5,No,Mailed check,No,58.64,293.2,New,58.64,Non-Electronic,293.2,0,5.680854970012496
2351,52,Male,Month-to-month,111.95,4030.2,No,DSL,36,Yes,Mailed check,Yes,111.95,4030.2,Long-term,111.94999999999999,Non-Electronic,4030.2000000000003,0,8.301571281500873
2352,47,Male,One year,68.23,3684.42,No,No,54,Yes,Bank transfer,No,68.23,3684.42,Long-term,68.23,Electronic,3684.42,0,8.211868397391607
2353,48,Male,Month-to-month,69.73,4044.34,No,No,58,Yes,Bank transfer,No,69.73,4044.34,Long-term,69.73,Electronic,4044.34,0,8.305073651779338
2354,23,Female,One year,18.0,666.0,Yes,Fiber optic,37,No,Electronic check,No,18.0,666.0,Long-term,18.0,Non-Electronic,666.0,1,6.501289670540389
2355,54,Male,One year,54.18,1300.32,Yes,Fiber optic,24,Yes,Bank transfer,No,54.18,1300.32,Intermediate,54.18,Electronic,1300.32,1,7.170365667004894
2356,43,Female,Month-to-month,56.55,1809.6,No,DSL,32,Yes,Bank transfer,No,56.55,1809.6,Long-term,56.55,Electronic,1809.6,0,7.500861105361856
2357,35,Male,Month-to-month,35.98,431.76,Yes,DSL,12,No,Credit card,No,35.98,431.76,New,35.98,Electronic,431.76,1,6.067869878310387
2358,41,Female,One year,65.76,2433.12,No,DSL,37,No,Credit card,No,65.76,2433.12,Long-term,65.75999999999999,Electronic,2433.1200000000003,0,7.796929663392149
2359,18,Female,Month-to-month,49.98,2848.86,Yes,No,57,Yes,Mailed check,No,49.98,2848.86,Long-term,49.980000000000004,Non-Electronic,2848.8599999999997,0,7.954674193241357
2360,44,Male,Month-to-month,67.8,1288.2,No,Fiber optic,19,Yes,Electronic check,No,67.8,1288.2,Intermediate,67.8,Non-Electronic,1288.2,0,7.161001174112791
2361,27,Female,Two year,69.25,,Yes,Fiber optic,16,No,Bank transfer,No,69.25,1108.0,Intermediate,,Electronic,1108.0,1,
2362,23,Female,Month-to-month,31.55,725.65,No,DSL,23,Yes,Credit card,No,31.55,725.65,Intermediate,31.55,Electronic,725.65,0,6.587067804916372
2363,21,Female,Month-to-month,51.05,1276.25,No,Fiber optic,25,No,Electronic check,No,51.05,1276.25,Long-term,51.05,Non-Electronic,1276.25,0,7.151681369478875
2364,53,Male,Two year,67.71,2640.69,No,DSL,39,No,Credit card,No,67.71,2640.69,Long-term,67.71000000000001,Electronic,2640.6899999999996,0,7.878795525627201
2365,32,Female,Month-to-month,106.45,3299.95,Yes,No,31,Yes,Mailed check,No,,3299.95,Long-term,106.44999999999999,Non-Electronic,3299.9500000000003,0,8.101662595824635
2366,58,Male,Month-to-month,73.99,2663.64,Yes,DSL,36,Yes,Bank transfer,No,73.99,2663.64,Long-term,73.99,Electronic,2663.64,1,7.887448887393569
2367,33,Male,One year,41.83,2467.97,Yes,Fiber optic,59,No,Mailed check,No,41.83,2467.97,Long-term,41.83,Non-Electronic,2467.97,1,7.811151229359827
2368,19,Female,One year,78.97,4422.32,Yes,DSL,56,No,Mailed check,No,78.97,4422.32,Long-term,78.97,Non-Electronic,4422.32,1,8.394419724244639
2369,26,Male,Two year,124.76,7111.32,Yes,Fiber optic,57,Yes,Credit card,No,124.76,7111.32,Long-term,124.75999999999999,Electronic,7111.320000000001,1,8.869443159574153
2370,54,Female,Two year,97.08,6407.28,Yes,Fiber optic,66,Yes,Electronic check,No,97.08,6407.28,Long-term,97.08,Non-Electronic,6407.28,1,8.765190122884826
2371,38,Male,One year,84.16,1767.36,Yes,Fiber optic,21,No,Bank transfer,No,84.16,1767.36,Intermediate,84.16,Electronic,1767.36,1,7.4772421867128225
2372,33,Female,Month-to-month,90.4,5152.8,Yes,DSL,57,Yes,Electronic check,No,90.4,5152.8,Long-term,90.4,Non-Electronic,5152.8,1,8.547295535232681
2373,41,Male,Month-to-month,115.4,5539.2,No,Fiber optic,48,No,Mailed check,Yes,,5539.2,Long-term,115.39999999999999,Non-Electronic,5539.200000000001,0,8.61960536498189
2374,46,Female,Month-to-month,102.65,4927.2,No,Fiber optic,48,Yes,Bank transfer,Yes,,4927.2,Long-term,102.64999999999999,Electronic,4927.200000000001,0,8.502526154372834
2375,53,Female,Month-to-month,84.84,3478.44,No,No,41,Yes,Mailed check,Yes,84.84,3478.44,Long-term,84.84,Non-Electronic,3478.44,0,8.15433919640079
2376,57,Female,One year,102.4,3993.6,Yes,DSL,39,No,Credit card,No,102.4,3993.6,Long-term,102.39999999999999,Electronic,3993.6000000000004,1,8.292448358735054
2377,35,Female,One year,27.14,1899.8,Yes,No,70,No,Electronic check,No,27.14,1899.8,Long-term,27.14,Non-Electronic,1899.8,0,7.549503896456082
2378,24,Male,Month-to-month,18.0,810.0,No,Fiber optic,45,Yes,Electronic check,No,18.0,810.0,Long-term,18.0,Non-Electronic,810.0,0,6.697034247666484
2379,35,Male,Two year,70.5,1480.5,Yes,DSL,21,Yes,Mailed check,No,70.5,1480.5,Intermediate,70.5,Non-Electronic,1480.5,1,7.300135147541646
2380,43,Female,Month-to-month,67.4,1348.0,Yes,Fiber optic,20,No,Electronic check,No,67.4,1348.0,Intermediate,67.4,Non-Electronic,1348.0,1,7.206377291472252
2381,28,Male,Month-to-month,45.96,2298.0,No,Fiber optic,50,Yes,Electronic check,No,45.96,2298.0,Long-term,45.96,Non-Electronic,2298.0,0,7.739794458408701
2382,28,Female,One year,93.9,1220.7,Yes,DSL,13,No,Mailed check,No,93.9,1220.7,Intermediate,93.9,Non-Electronic,1220.7,1,7.107179743675754
2383,44,Female,Month-to-month,18.0,144.0,No,Fiber optic,8,Yes,Bank transfer,No,18.0,144.0,New,18.0,Electronic,144.0,0,4.969813299576001
2384,39,Male,Month-to-month,46.28,786.76,No,Fiber optic,17,Yes,Credit card,No,46.28,786.76,Intermediate,46.28,Electronic,786.76,0,6.667923246381692
2385,40,Male,Month-to-month,48.03,576.36,No,Fiber optic,12,Yes,Bank transfer,No,48.03,576.36,New,48.03,Electronic,576.36,0,6.3567324654647335
2386,30,Female,Month-to-month,18.0,288.0,No,Fiber optic,16,Yes,Bank transfer,No,18.0,288.0,Intermediate,18.0,Electronic,288.0,0,5.662960480135946
